client_id,path,sentence,up_votes,down_votes,age,gender,accent,locale,segment
5ac9facf28c38b8d6d0bd1adae4a4426dd5bf83bbd2492281686443ca86d4a9d089ebf2ae677df1f1a3724c78502ab95a050170f4009e911ecae59f531127e1c,common_voice_en_19745476.wav,"Critically, ""This Time Around"" received mainly positive reviews.",2,1,twenties,male,england,en,
781a93a675745e0109e64635a81604a08c17076becab957c88c4c79e1763ecc639d6bcfb66970e886b1a9f69a339741c0f9449618247c28fa8862839d352767d,common_voice_en_22979800.wav,The school consists of a primary department and a secondary department.,2,0,thirties,male,england,en,
82d46ce65f423737c6e970ad5d8ea5d262b0dc217fd5395bf7b6714604440354425543b4d6b71d27c2f4c3ebae8b9ff02ba39a26dfabdc35aee8659965625df1,common_voice_en_17782315.wav,"To increase his popularity in public-opinion polls, the politician started a campaign.",2,1,twenties,female,other,en,
848f0a1821f4a52acd740e4de5cf4e8d48b1102fd54a81db5c368e73674b282e4890d6ff84b07a9c2c942e55ae586bae42948137a0cab2a2e176aff6be039b9b,common_voice_en_23776096.wav,"Another popular area for Swedish mountain hiking is Kungsleden, or ""The King's Trail"".",2,0,thirties,female,us,en,
869b690d379723017e4577cf2b8da4a9b9b20aa679a3e68b37ac579ad60c522f972fd42fda0b04cfd52ba2e75c3546efe1322ae27612351d7eab016d9a8e65de,common_voice_en_20874222.wav,Madagascar's natural resources include a variety of unprocessed agricultural and mineral resources.,2,0,twenties,male,indian,en,
8a07ead2e690d6dac382ff19e7b9d1ee156599b9ecf35fcc76f41c43d7b24c761599413e0d239ff18daf3a3420e4f0d106164f7c1090da911f6f9d9becaa1d0a,common_voice_en_18546207.wav,The relationship between businesses and consumers can be less transactional.,2,0,fifties,male,england,en,
8aca6d5ba7c3caabe9bf69849fe20324ea566e5b0a76aeeb48e3a75b6f83024790e237c3017619f027030df78a3271e671bd451b5398b68733035fa1604f92c3,common_voice_en_19172268.wav,He is also the cousin of Bahamian Olympic triple jumper Frank Rutherford.,2,1,twenties,male,australia,en,
9a7ab951d4ecdc821523ed0f0e17e079fc3a75d57dfa89be979afed840ebc5c251a406ec7cd0877db4bcecaf3184df8035c367326774dbb339cd720b0918206e,common_voice_en_19753195.wav,"At the same time, its website displayed a large question mark.",2,0,sixties,male,canada,en,
a2a13cbafe262539830d76fcad154ff01f65b562632627228abcd69821e9af6674a386209338b362258d681769fd13a19afa97e18c319e2bce68d9af26fa4935,common_voice_en_19678886.wav,The Hancock's organ is a chemosensory organ situated between the foot and the headshield.,2,0,fifties,male,australia,en,
ae14f01e17b4e9c2cd96cf1866a5f40465d1c0c8df56a43467a9296d8a4113ff32d06acb9c2f72c51cf124a3badccd449a12ce69f67bf4cf774be81978d390bb,common_voice_en_22796563.wav,We should be used to this.,3,1,twenties,male,indian,en,
be883eca0b99e51dfdb53226a7f29419b0ddf66cfcaef6cd92bc9bce9c5c181f9fb6d2bd45743123116b5ad17a2086845da6f1834b2671059ae4096056ba1070,common_voice_en_22005802.wav,nine,2,0,fifties,male,singapore,en,Benchmark
d2bf6404ac5749aacbb5fdbb87af24bb7a7a4a0a74eded6468f3651410aeb0253e76e47342489356cbd26f13be2e88706e10bb462a8c71757f97423d04dfde6e,common_voice_en_18039938.wav,"There's a variety of possibilities, but the checkerboard pattern doesn't seem appropriate here.",2,0,teens,male,england,en,
e38dfc3569e01ed92a1b656fc54616ff4fd806fb8c63ae4f01b85dd3c17345fbe52f05a3efdc792283047c989f967274f721ffa5f2611ad76a40c59cc6c74b25,common_voice_en_20288523.wav,The film ends with a hint of a future romance between May and Ken.,2,0,fifties,female,us,en,
e6dd3d6dbca206ee1eb91ef70611ed7681987657261acddc748d27c4809571df14192f941461c2996f1bb9e14d61e5680d31f9fa6fc35b86fdda1b3c71e42ece,common_voice_en_20458962.wav,"The next morning, everyone wakes to find the Captain missing.",2,0,twenties,male,indian,en,
ee8f342e90194edcd50c69e4b639b2513abdbdaf0c1515ce240c3b7f7e3dd4cfe1363b7c1eaf55fa5889e44ffd8bc441092e54350ed6c17675f07ce6ac2ca36a,common_voice_en_17730637.wav,The city guard had to be reduced as well due to finance shortages.,2,0,fourties,male,newzealand,en,
fa47bac395fa5ed0c47b28c7ee4d2a5d2399840628b20fab463ce0cf88785a1c5b3f704a08ed715e16a0155488af1c142511ba6997956d3c0e84d553597eb8da,common_voice_en_22959173.wav,"Saint Dennis, the ""Irish"" church, became a possession of the Knights of Columbus.",2,0,teens,male,australia,en,
019b8c64f6a977b40ed952451bb84b97c73e8dd7584b6d641d74e3db4ddca4e45293f9576c15004bc6413a51b33ae09909fc08a923ba4acd6e1b635161cf8813,common_voice_en_22734212.wav,Brighton has several nicknames.,2,0,thirties,male,us,en,
054ff90d3014a3d9b85a632acfc1709bb3886c3deeb428529e71f5c1a143384cdfb256f063b30e755ec1291cb6d87c71d72460bd38a41531d7f636f41ab4311c,common_voice_en_18466094.wav,He seems pretty adaptable,2,0,fifties,female,us,en,
0720c6abac686860fd38625483fb967df4c1a01f854fc3e2d7eca3f9bc168ca0a8adcf317d93460f4b5973ec6ed6989ca0b395b62da6052f4742d8f3f2582e55,common_voice_en_18045098.wav,Constable Beaver was leaning over the balustrade and observing the happenings around the pavilion.,2,1,twenties,male,england,en,
08247304d2f81d41e9e606a0077e7d91858d7783fb0fa9d953de77319e8617470a712052361cea12529d95e31ebd6c483d29c43fd6fde111ca3b64609a99f54e,common_voice_en_18693239.wav,Its primary role was now that of providing funds for industrial investment.,2,0,thirties,male,us,en,
09066c2150f851fe50b0bb5b9d42bd39dab8c4a1174980890e3efe594bc48c625f9fffbf1b5faba82ea9a17f8eb85253e08a0acca73a87eb727e47f5bc83c8be,common_voice_en_19732443.wav,An annual sacrifice on his birthday was granted in pursuance of a decree.,2,0,thirties,female,england,en,
093ac32e705ddc43c899027f03a796cb400bcb142e1cd43dc00d23ff23b9ae07c9c5df97e9a1f6f1860b04cdfe78c1c1a818ee5c34b06cf91d120fd5faaa6d4b,common_voice_en_17257770.wav,What did he look like?,2,0,twenties,male,indian,en,
0a5e7ac10877e7734f82c0e1929e9b30fe8e4fcc60a591c95227747b62b5c9b27f5b71474d3805b2e12dc6d1d56f5681cb9f81f39e9f051e0ef3d63f683865dc,common_voice_en_17767698.wav,Ruth is upset.,2,0,fourties,female,canada,en,
176593d1485d6054a47e8440ee7af49d4cf0ddd00bd26e53ef6d2d72ff1930d8cd5a521e13fcd3ff8012536c1cf357f076c4e071cd18a18b9a0d3196867eca3e,common_voice_en_18554437.wav,"She was singularly quick, singularly receptive.",2,1,twenties,male,us,en,
197053586ce48e2343f2940a68730d2a5e3d0421d9db0faeb1a695eb9bf843249d9252a24f08d1ec7e6429800cd89d1f739e3c6a947ad4aa29fc24f292fa31dc,common_voice_en_17889760.wav,But what are we to do?,2,0,fourties,male,england,en,
1a271c26d23b399aae8e8cc39758ae07979bf7e29edff33aea848166744bfae557f6feca116b0a3c7d765cc0afdd60871722d29db5823b068024205d476cdc6a,common_voice_en_19956130.wav,It is primarily used for baseball.,2,1,twenties,male,african,en,
1a89caca9bf7e0ee790b027b1df704767e07ae13916a1a0cd99d5fb2f59738204a6f40b0bc083e1948de0f8f20d93e3809e9cbed9043b2140d3d4c6f57490d5b,common_voice_en_17347411.wav,Shall I meet you in the concourse then?,2,0,thirties,female,us,en,
1b1c52d435dfce9a37a75e95d1f186e3b5a50645ee909a2fd150c26bab28b790167bea072fa33dd7b956a3392c1efcec1d77c8e9d376a140056da68a51b5c0eb,common_voice_en_17781157.wav,I had no idea it was so late.,2,0,twenties,male,us,en,
1cbfb754d00693847f03d199256a60c10357ca88a880a789692330d54d8947964b6834a072ab4719b2c9fb0b477905fe39ba07736cb53e300a5d67eaad230e9b,common_voice_en_18575865.wav,"No, sir, but I will attend to the matter immediately.",2,0,fifties,male,us,en,
1de0778925e1998916ed9c3e9b7d887f54cb6d696688af2cb70bec3cc43a8eae1e1ca03a439776552e209cecbdb162367b05e28d257447bb4c609454c566bbd5,common_voice_en_19325778.wav,On Appeal the Court allowed the foreign judgment.,2,0,twenties,male,england,en,
1e4a6e3e2ccac545b74e36f26c356523d6cb38eb3e2cb8785ca8ea42e06ed7befeedcdbd38a64adffa909fa2d27880a929586887a9bfcf66416350f69afc831b,common_voice_en_18846044.wav,Caesar himself arrived to take command of Fabius' force.,2,0,fourties,female,us,en,
20188f7cdc34174c57b44cebc6387853787e7895754b9cfc131cd899c15c1be1d138adac5bbb2b38a4981fddaa62ec5e4148a79370f7a339705d913e25c2d76d,common_voice_en_19127459.wav,These Gurkhas became part of the British Indian Army after its formation.,2,0,fourties,male,australia,en,
20463a5109952ff096b3e888ef5078dcbc5065aecc9e2ff9f769d5884c1313be0dfacaad5e50d07e382184da6ea2484dce7882d474c9ba21199c8a6463b9b040,common_voice_en_19733184.wav,This procedure gives the calling program control over the environment of the called program.,2,1,sixties,female,us,en,
2600c5b6c931ce5c0b34a85dfc14aa59ab4037ae7bb734b37abf4eacfa4d2755958e4e4e1767be2aca2fc343e22fa81a5dcb8848b756e9ebf4221a8f2fe37e2b,common_voice_en_20051938.wav,The head of state of the province is known as the Governor.,2,1,twenties,male,indian,en,
292554dc2992a6cfa71015bc5446130ac34a3f9f7f846aa81977cff97cd6decbeff8ee37ff93244608f699828708f3a35e02e30dfca08527e35bfa987279aade,common_voice_en_17857617.wav,A group of doctors examined the patient's medical charts.,2,0,thirties,female,us,en,
2d436d94098e59df84891d64f359cde3d85e5d4ccebaef0a0976dfea217347274e761b559f3e7715926f0006ac7072e4ab28f6bb491bf66a7a12c1d090e1e7e2,common_voice_en_495885.wav,Can I help you pack?,2,0,,,us,en,
2e1f30d27dd643aa75ae809e4c413f49d14c661fa2cd3fa1bda1dd588abe864b601faeb0788adddf63960a0ad537d157f7cae3510073682cc5b2b3399eb82242,common_voice_en_19760367.wav,Among the twelve dead were the Doctor and the Chief Pharmacist's Mate.,2,0,teens,female,us,en,
324b5f529bcfdfd046a6c93cd5b219a7d9076fa379231cb63057065f6fee5399d22ec022e83a2d86609a1d8b3d9bab9364b63025b3a24834b6dd2868bd7f2fc5,common_voice_en_18253926.wav,Open source culture has facilitated the progress of technology at an astonishing pace.,2,1,teens,male,us,en,
366d879d4eac61086268635ae395fa3e6699a6642cd534e7435f74d0ad8de4c60f0d63a8f051cbc09005f0120a8c1ba54367a72ed8038c0cdf9270f89b60e46d,common_voice_en_19552037.wav,The edge runs three miles north from the Cowper Stone to Stanage End.,2,0,thirties,female,us,en,
3fcaa01d356af2bc08106350542a14c74ba0b761e2085b75e3212b80c7c16c9a128ed9b4b9c746066ef6fd66856024498c7d4a06c5f98ed52c3e494f2329d67a,common_voice_en_20005990.wav,He was first hired by the Planning Committee of the War Production Board.,2,0,thirties,,us,en,
40a8fba4856f1e4bac7f69bfc4797fa309eee2dcfb0666f327eb9526d09eb15912c841e0d6a571b5065b06b41c59eca0592afd15979386f771d39db02e6bdc40,common_voice_en_20798109.wav,"Both, however, set the laws in an explicitly religious context.",2,0,twenties,male,us,en,
42f0fd96e8fd18151229ce498e667b85c0998fd0c6ef37af522d83631bdab0f2e22092c86dbad1247f0933e788bf2e14df1dabfc000e89d82f49b8d6d59ab545,common_voice_en_20227393.wav,He was also named Treasurer of the Board for the Pontifical North American College.,2,0,,,us,en,
4e0a3a253aad94bad66b2a2375b4b46344b025bc87740f6f1754679e67d40c6070c659a8eecf547327c4b81a721d412204b7417f1cb7a41ae7685d3442b7be50,common_voice_en_18349094.wav,My watch is broken.,2,0,thirties,male,us,en,
5720cb405591dd692cbcc51c411301fafd8c8f0f501ad68de7d1eea57e97d4784f0a54b35488fa4f29a32bfc42560452798d9161995c3c74ee6afd6271ed7e1a,common_voice_en_18522554.wav,Let's have fun and play charades.,2,0,twenties,male,us,en,
59be9308e31e9287cf98273f3205ab99b0bd7ad0ebf2d947a7391310cf47e32b428ab431406ef933a37143e2f5a9d36440337a5be3556dd1812e7d9f24110ed9,common_voice_en_17618500.wav,What's to be done?,2,0,twenties,male,indian,en,
5bf49f9ed363a8a21fb5e5c0814925987f855c2bcf3cb0dea73ffcbd530ec9fa9c77a1e5d2c2e61fd9683172bb055945cf73f6908fa89503f76c794bafeb84c3,common_voice_en_19462004.wav,Sarasa undergoes psychological strain over having to pretend to be a boy.,2,1,sixties,male,us,en,
6918a28e1b1165059479c61a67826081fdb843e612eac0e4538445065c0e4bfc810b48622c71b2dfee666814d5aeb6bfc654c46d319c4e9fb1c124a55311ba25,common_voice_en_18265925.wav,Use butter moderately.,2,0,twenties,male,england,en,
6abcba4f0cbb0ada08956d2b79ba62bac1b63941475bc3344d925251d0a6516a758f3e79f9bd7645103cc8d9af1aae06b5d13f295b0efec9b3b9f94470eda00a,common_voice_en_18954056.wav,Saint Mary's Tower is the most visible structure on the island.,2,0,twenties,male,us,en,
71f03f2d1ee6caffda8ab264abf7e2f7aa98a264df4251e33f13032e18cc9e5d30f5addf91239f58d635e61ba6d1493bb1f9496f4a170a0adafc72a3c8a66ecc,common_voice_en_20951522.wav,"Vines, cotton and barley are the main crops.",2,0,fourties,male,us,en,
7d3fc20cbf934cd0885fb71c5d4e62d51f2458ece88e4f5839730dcc992c8299aa8e2643202f9b9fb488ca90f06b8695e32f0136f61dc261146dbdc5304694ed,common_voice_en_19691296.wav,Jaspers valued humanism and the continuity of integral cultural tradition in political spheres.,2,0,twenties,male,us,en,
7ea11713bd34887b921a37365c9ca7d4ab3e3b4123a32ef07b8970f76a5ccbd6523fca752de0dba7a7b7d2513ba07c7d137cd99f096eeee29cb8a1aa33cdfb77,common_voice_en_21375097.wav,Jones considers pot limit Omaha to be his best game.,2,0,fifties,male,us,en,
7fb1abda51be0c889bb87cbaf214c24a92a8f32ebde2f38769daa5ff09b8d0c1fe54bb47aaababd4d6c0420ada8390903e4dc2cd503546c61fde8c57b239bcd1,common_voice_en_20696080.wav,They can be very unpredictable.,2,0,thirties,female,us,en,
800747d04d96303bc751bcdda6952ac0afa33ee42a6b3fd2ecb9586c9d5ee6d95859dc2a85c3f63ca0455b3e8967c25c819a7ff62083f919c32788d719ec7dd8,common_voice_en_1858945.wav,Never put off 'til tomorrow what you can do today.,2,0,twenties,male,indian,en,
8bfca6cb3d99f6838b6baf8ead20e6b6029d4b48209cc72668ab1cbaac541c0f7295d723c0678c3263cf07c3c1b04772dfaab089d4dbcdf5766d940b0faa1d85,common_voice_en_19598503.wav,The junction of Valencia Creek and the Avon River are a short distance upstream.,2,0,fourties,male,england,en,
8e074581f5ce50cc9501c4588870ba39df12796bb4c7f9b27cec925c77880d175887f3049722b07ecc98f12644f04f5bfbe23478fa1624c5935a21bf30dfb775,common_voice_en_20315440.wav,Kashta's reign length is unknown.,2,0,twenties,male,england,en,
8e074581f5ce50cc9501c4588870ba39df12796bb4c7f9b27cec925c77880d175887f3049722b07ecc98f12644f04f5bfbe23478fa1624c5935a21bf30dfb775,common_voice_en_20315442.wav,Balance was the lyricist and also played Chapman Stick and some keyboards.,2,0,twenties,male,england,en,
8e7b73c5c2536e4e311a12f6f741d8277c81fb718dc719bbfa0d3b63f07ff60e47a7a1b05ca076facb847ad27c23fd373dc5609fe34e6384a8c8df807b2c0b67,common_voice_en_19960287.wav,"Continuing into Manalapan Township, the avenue again becomes a residential access road.",2,0,fifties,male,indian,en,
8f0861daa1c2708ba3f1ed9eddefb9c055ddd699e38225b551a448c089ee4ab21e7de3c96b67a981467d11fb1e2c587ccba22c7e8cf98cd0edee24356af23ba2,common_voice_en_19783949.wav,The Campus Ministry Center is located in a house adjacent to campus.,2,0,fifties,male,african,en,
900e9c6131306fc71a9efbd50738bd47d7a15f138718429ccd02a7cd9c71113c0e5da416f860e57ff25eae2344751459678f424ac4384d0e8559797d44a8f459,common_voice_en_18794114.wav,They were maintained by the contractor.,2,0,teens,male,england,en,
95a8c79cf1121e5fcfa6f5d04d4ea97d83633c708bfb6b6dd9ce29b634ec2e0eb77d4d03b3d3847ef364d9386ba04335badadaac68a56542fd6954a715ca33ac,common_voice_en_18820498.wav,It is currently out of print and rare.,2,1,twenties,other,england,en,
990cc1aaabfcb09c306217527a43696f349889a089f0feb7a0decd13a7f83c05ae11fee9adc7ff1f3f1d1498a06ca5dbde530bc6bf94c52743a0e33e4443e37f,common_voice_en_23384793.wav,Liquid water path can also be defined between any two selected points.,2,0,teens,male,us,en,
a0526016e55e463d7b5e8a4b08d13ad4d5771bc1a75bf0d5578e60649a17bb527c5c4b3f4654a88d0d6cd056e58c1961c63370568a79609e898f5a1d4ea1a076,common_voice_en_18969456.wav,The regional capital is Dublin City which is also the national capital.,2,0,twenties,male,indian,en,
a3cb5bd682baa1b120bcbdd68590029e73bb4a17577fd61d229b52ffe43efdffadfc71d8f14458d1bfc33cbcdaa3d1ce89177400b775574f8505c80e706c7a12,common_voice_en_541572.wav,Jerk that dart from the cork target.,2,0,twenties,male,us,en,
a53da36f9ed6b2b4a82fba668b12ceb7050de10a5b72415546586966b333a3aaed5f68eb1b3524cac887576f75c74ba8f517cb7e6feb45170bd44299c3e0d497,common_voice_en_18646336.wav,That I can tell you.,2,0,thirties,male,us,en,
aaa20f7efb2d2d97bf4cb1e8adc3aa7a6eb823f0b2baee55fbc831636360444505d11a266908bf620cd9966518a1e87940393e52c2030ad1e339be09b3fcaf62,common_voice_en_17417387.wav,"In retrospect, everything was already decided when we heard the siren.",2,0,thirties,male,us,en,
af9a0db9d33b025e90c5637fe003638de7dca6b1b2e8d7ced26738c2c81ebf3af2e64dcf907bd14397b7b8ee872a1e4463c9532cf862c1345322e8d8227d2fd8,common_voice_en_22220015.wav,six,2,0,fourties,male,us,en,Benchmark
b19a8e0d4375f0996b43931faf1410384cd4bdfed2673df7d78f96dd2e680b97863559335a9524592d889c8d9d5efff77a22dd89110fc1d5fed2eec99b33f7b8,common_voice_en_20304708.wav,"The healthier a person is, the less likely problems may arise.",2,0,twenties,male,us,en,
b34a14a7099f04dfbfd0cf107271714d2e6bb03aa14b090275afab87f13d129f52970d6969a407b2109f93d339b0d6772d33ce93764c13e07138aaa4d34ef2dd,common_voice_en_20933103.wav,The vibrating fork immersion probe is another good example of this technology.,2,1,teens,male,us,en,
ba7d79b98493d30421fd971f30f40d88b2a880ed0dd22b6f24c957db560cafb82fea3bf0a289781ea9353e41998f509da3f93d04f2528111b15a8feaeca08167,common_voice_en_19815230.wav,"Its striking appearance is supplemented by its noisy nature, with a loud ""did-he-do-it"" call.",2,0,twenties,male,us,en,
c1c7b06288b393b589f5fe444e067183ce71098e2094a934e1f525b5ea7d21d970980939e063ef4b8bee57982fdcba84714229d065ca095ac3cd6625d49bcceb,common_voice_en_18709478.wav,Czink missed the Australian Open.,2,0,fifties,male,england,en,
